symbol,name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
MEDANTA,Global Health,1371.00,66.15,36862.32,0.04,141.65,4.71,1159.05,24.46,17.14
COCHINSHIP,Cochin Shipyard,1392.40,51.11,36631.37,0.70,276.48,-3.73,1484.28,-15.55,15.95
CONCOR,Container Corpn.,477.55,29.28,36371.06,1.93,268.90,0.08,2159.76,0.28,12.41
KPRMILL,K P R Mill Ltd,1061.50,43.17,36283.56,0.47,227.17,11.06,1784.65,0.89,19.58
LTTS,L&T Technology,3418.10,26.98,36255.31,1.70,357.10,17.38,2940.10,11.47,26.71
NUVAMA,Nuvama Wealth,1980.10,34.72,36142.53,1.40,268.79,5.38,1269.14,13.34,17.49
EMCURE,Emcure Pharma,1881.00,37.73,35678.84,0.16,243.73,21.01,2469.70,16.70,23.97
BAGMANE,Bagmane Prime REIT,104.63,39.69,35574.20,0.00,253.94,,623.27,,33.22
DELHIVERY,Delhivery,462.55,194.10,34647.52,0.00,72.40,-2.29,2850.00,30.04,2.82
STARHEALTH,Star Health Insu,580.80,61.37,34184.55,0.00,111.34,21731.37,4648.07,13.89,8.57
DALBHARAT,Dalmia BharatLtd,1810.80,30.92,33964.44,0.50,192.00,-15.27,3890.00,6.99,7.59
ANANDRATHI,Anand Rathi Wea.,2042.10,73.33,33907.29,0.32,163.22,76.97,312.95,18.21,57.47
IREDA,Indian Renewable,120.48,18.07,33845.62,0.50,492.75,-1.80,2174.95,14.22,8.69
HEXT,Hexaware Tech.,551.85,22.99,33718.92,2.08,351.60,7.46,3613.00,12.63,30.07
BLUESTARCO,Blue Star,1637.20,60.24,33663.25,0.52,227.18,10.41,4072.06,1.32,21.24
KIMS,Krishna Institu.,797.85,135.11,33510.22,0.00,33.10,-50.66,1074.60,34.85,9.29
ITCHOTELS,ITC Hotels,159.92,36.15,33310.96,0.63,181.91,35.42,936.02,14.77,11.23
GODFRYPHLP,Godfrey Phillips,2129.60,21.78,33217.88,1.49,521.46,77.36,1787.27,13.59,32.84
MANAPPURAM,Manappuram Fin.,352.95,33.39,33153.87,0.99,404.79,311.30,2613.83,10.71,8.25
HONAUT,Honeywell Auto,37345.00,61.70,33012.98,0.29,159.70,14.61,1180.70,5.94,16.95
KARURVYSYA,Karur Vysya Bank,338.90,11.93,32756.46,0.77,755.70,44.92,3049.42,18.72,7.62
NHIT,National High,168.00,47.47,32539.09,8.92,204.55,45.58,1145.46,77.05,4.42
ESCORTS,Escorts Kubota,2905.10,15.27,32501.61,1.14,320.52,17.12,2968.16,21.40,13.93
UCOBANK,UCO Bank,25.88,11.52,32452.38,1.70,656.32,8.05,6996.00,8.70,5.55
AEGISVOPAK,Aegis Vopak Term,292.64,104.42,32424.26,0.07,73.87,17.55,243.45,22.23,7.56
SCHNEIDER,Schneider Elect.,1352.60,145.11,32340.67,0.00,21.97,-71.64,589.69,0.48,29.63
MINDSPACE,Mindspace Busine,484.59,47.40,32079.54,8.77,208.74,127.77,889.95,30.67,7.64
TATAINVEST,Tata Inv.Corpn.,630.75,73.59,31912.98,0.54,63.83,69.22,39.98,143.34,1.57
CRISIL,CRISIL,4347.20,35.95,31791.08,0.58,216.46,26.16,1075.39,27.56,32.55
KIRLOSENG,Kirloskar Oil,2182.50,54.08,31756.75,0.32,155.22,42.90,2116.23,20.97,14.55
IKS,Inventurus Knowl,1759.80,41.87,30209.28,0.00,205.97,39.36,857.65,18.47,36.86
HFCL,HFCL,196.85,52.62,30129.91,0.05,245.64,809.06,1914.98,119.85,10.86
WOCKPHARMA,Wockhardt,1849.20,105.78,30048.05,0.00,164.00,687.64,965.00,29.88,7.55
MRPL,M R P L,169.75,10.69,29750.36,2.36,945.68,317.07,38254.19,120.41,18.03
LICHSGFIN,LIC Housing Fin.,538.95,5.29,29645.65,1.86,1492.63,8.68,7211.92,-1.25,8.59
TVSHLTD,TVS Holdings,14633.00,14.90,29605.64,0.64,1173.58,81.87,17076.18,34.01,16.95
LALPATHLAB,Dr Lal Pathlabs,1759.20,52.45,29490.84,0.80,170.50,28.02,797.70,19.10,28.00
ABSLAMC,Aditya AMC,1017.00,29.14,29418.12,2.51,309.49,11.68,462.96,3.48,32.23
GRSE,Garden Reach Sh.,2565.80,39.30,29391.75,0.54,303.20,24.14,2119.21,29.06,42.96
PGHH,P & G Hygiene,8974.50,34.01,29131.89,2.56,153.13,-1.90,941.32,-5.07,157.48
STLTECH,Sterlite Tech.,564.15,122.73,28992.30,0.00,197.00,1870.00,1910.00,87.44,7.75
TATATECH,Tata Technolog.,711.00,44.36,28870.29,1.17,180.75,6.15,1664.63,33.78,20.90
CUPID,Cupid,213.43,265.09,28699.09,0.00,36.26,213.94,132.04,116.07,33.46
SHYAMMETL,Shyam Metalics,1027.45,25.53,28679.40,0.44,350.73,18.11,5455.09,23.45,13.01
NIACL,New India Assura,173.20,37.10,28543.36,0.87,-239.15,-160.61,11899.69,1.54,4.29
CHOLAHLDNG,Chola Financial,1516.70,11.66,28480.21,0.09,1625.55,11.99,10366.20,16.30,9.75
RRKABEL,R R Kabel,2493.60,55.95,28203.99,0.38,167.95,30.06,2964.14,33.65,28.10
BIRET,Brookfield India,339.01,58.68,28133.79,7.41,53.86,-50.20,959.58,54.71,5.36
ANGELONE,Angel One,307.95,27.26,28131.82,1.32,231.40,102.15,1429.69,25.35,14.77
CENTRALBK,Central Bank,31.03,6.15,28086.50,3.87,1324.61,8.00,9725.90,12.79,5.64
CDSL,C D S L,1333.10,61.05,27861.79,0.96,79.79,-20.03,262.85,17.11,31.98
METROBRAND,Metro Brands,1021.90,67.74,27853.45,0.54,117.73,23.07,772.98,20.26,20.18
JUBLFOOD,Jubilant Food.,418.25,66.37,27598.03,0.29,82.42,66.39,2499.47,19.31,14.59
PNBHOUSING,PNB Housing,1058.00,12.03,27570.41,0.76,655.80,19.15,2181.53,7.90,9.40
BANDHANBNK,Bandhan Bank,165.93,19.75,26733.00,0.90,501.67,34.87,5630.55,2.83,6.41
ACUTAAS,Acutaas Chemical,3259.50,69.10,26685.89,0.05,74.99,67.67,329.67,59.08,31.56
APOLLOTYRE,Apollo Tyres,419.65,12.95,26652.01,1.43,630.97,254.71,7335.67,14.20,13.86
MSUMI,Motherson Wiring,40.11,42.59,26599.60,1.45,167.30,1.44,3334.62,32.88,38.86
PTCIL,PTC Industries,17732.00,261.76,26584.79,0.00,59.91,140.02,225.47,84.93,8.43
SJVN,SJVN,67.58,41.36,26557.56,2.16,-117.84,7.54,1496.47,196.68,5.57
ITI,ITI,275.15,,26501.32,0.00,435.91,65.61,627.65,-39.98,1.43
ZFCVINDIA,ZF Commercial,2320.60,53.74,26409.71,0.17,99.10,-17.53,1041.71,8.15,19.08
SAILIFE,Sai Life,1232.90,73.75,26173.84,0.00,104.24,17.84,602.14,3.91,19.55
SUMICHEM,Sumitomo Chemi.,520.45,46.86,25978.04,0.25,110.61,12.40,671.49,1.01,23.48
ACMESOLAR,ACME Solar Hold.,365.85,52.04,25861.00,0.05,138.31,0.86,547.86,12.52,8.89
DATAPATTNS,Data Pattern,4584.50,103.85,25665.85,0.22,138.38,21.30,344.85,-12.96,21.92
AMBER,Amber Enterp.,7261.50,129.34,25609.69,0.00,161.96,-19.47,4147.52,10.49,10.25
GILLETTE,Gillette India,7828.50,38.99,25513.08,2.30,192.51,21.32,792.00,3.20,90.62
NBCC,NBCC,93.84,38.28,25336.80,0.71,253.52,-0.95,4559.80,-1.81,30.95
NXST,Nexus Select,166.28,68.61,25191.42,5.47,12.18,-89.34,652.37,12.41,5.83
ACC,ACC,1340.90,13.25,25180.39,0.56,147.00,-56.33,5808.00,-4.59,11.25
RUBICON,Rubicon Research,1520.20,101.89,25141.49,0.10,76.79,111.83,513.92,43.49,28.35
GUJENERGY,Gujarat Energy,265.45,13.99,24905.34,2.19,151.80,-27.01,5791.85,41.20,18.49
SYRMA,Syrma SGS Tech.,1288.30,77.39,24842.35,0.12,119.23,55.84,1465.01,58.49,16.73
CEMPRO,Cemindia Project,1441.00,42.07,24754.59,0.21,242.17,113.63,2973.49,17.42,32.76
AWL,AWL Agri Busine.,188.16,23.08,24454.75,0.53,293.06,53.50,21464.78,17.75,18.28
CREDITACC,CreditAcc. Gram.,1517.60,20.09,24328.65,0.00,493.39,719.72,1783.49,21.92,9.98
CRAFTSMAN,Craftsman Auto,9284.00,63.52,24281.78,0.12,116.42,56.46,2226.40,27.28,13.91
PPLPHARMA,Piramal Pharma,181.27,,24133.35,0.08,-8.83,-25.01,2751.77,-0.08,2.52
NEULANDLAB,Neuland Labs.,18546.00,65.89,23794.31,0.18,212.67,664.72,776.25,136.40,26.47
GODIGIT,Go Digit General,256.20,48.11,23688.33,0.00,86.39,-37.55,2427.02,8.54,13.10
IRB,IRB Infra.Devl.,19.61,26.93,23684.96,0.79,296.26,37.98,1927.00,-10.34,7.48
IIFL,IIFL Finance,556.55,11.26,23674.58,0.72,713.13,189.30,3919.15,32.73,10.87
NETWEB,Netweb Technol.,4156.00,114.98,23664.55,0.06,70.59,65.67,773.70,86.59,37.50
TIMKEN,Timken India,3127.00,59.04,23520.90,0.08,154.79,-17.15,1073.14,14.19,18.26
FORCEMOT,Force Motors,17620.00,21.97,23216.57,0.23,278.54,56.59,2549.84,8.23,36.08
CGCL,Capri Global,238.23,24.15,22921.39,0.08,282.82,59.12,1384.98,44.67,11.67
EMMVEE,Emmvee Photovol.,331.00,17.99,22916.62,0.00,380.29,102.64,1555.52,51.34,44.83
ASAHIINDIA,Asahi India Glas,888.30,64.06,22645.18,0.23,132.61,43.17,1354.06,14.77,11.76
DEEPAKNTR,Deepak Nitrite,1649.60,40.81,22499.40,0.45,219.83,8.56,2120.33,-2.72,11.37
PFOCUS,Prime Focus,289.29,95.65,22463.10,0.00,117.70,-24.77,1384.47,41.42,11.50
GRINDWELL,Grindwell Norton,2011.60,51.05,22272.44,0.94,115.31,22.30,803.30,14.19,21.18
KPIL,Kalpataru Proj.,1299.90,22.69,22198.72,0.85,430.60,73.61,7777.90,10.06,18.28
BELRISE,Belrise Industri,228.26,45.78,22076.21,0.24,136.27,22.69,2106.96,17.11,13.85
TATAELXSI,Tata Elxsi,3538.00,31.27,22041.58,2.12,170.60,18.17,1021.11,14.46,30.00
TENNIND,Tenneco Clean,539.95,34.95,21792.61,0.00,166.79,18.87,1552.45,17.09,60.76
CUB,City Union Bank,219.75,16.47,21772.55,0.91,359.56,24.86,1855.62,21.07,6.74
AADHARHFC,Aadhar Hsg. Fin.,495.00,19.52,21648.19,0.00,310.92,26.99,984.56,18.25,11.38
CESC,CESC,163.18,14.03,21630.66,3.68,459.00,17.69,4096.00,5.65,10.63
RAMCOCEM,The Ramco Cement,914.80,729.68,21616.03,0.27,150.72,307.09,2610.32,8.89,6.13
THANGAMAYL,Thangamayil Jew.,6906.50,60.74,21466.80,0.26,142.66,354.33,2839.17,105.63,25.49
KAYNES,Kaynes Tech,3176.20,58.21,21291.55,0.00,91.22,-21.47,1242.64,26.22,13.24
KIOCL,KIOCL,348.75,1279.14,21195.32,0.00,53.39,244.77,220.33,-10.60,1.38
PFIZER,Pfizer,4623.60,27.88,21151.92,1.62,199.82,-2.64,629.23,6.31,24.06
ANANTRAJ,Anant Raj,586.55,38.04,21108.58,0.17,148.71,23.57,646.81,19.64,12.07
IGL,Indraprastha Gas,149.33,13.49,20906.22,2.85,338.75,-25.18,4162.69,5.45,17.90
GRANULES,Granules India,833.55,31.77,20655.11,0.21,179.96,36.62,1476.77,22.04,15.51
GESHIP,GE Shipping Co,1437.90,8.26,20528.49,2.44,1044.09,187.56,1511.40,23.58,15.79
EIHOTEL,EIH,326.40,28.55,20411.89,0.46,249.10,-11.57,895.22,8.19,20.67
INDIGRID,IndiGrid Trust,179.27,50.26,20402.33,12.18,185.18,60.05,2239.57,156.15,7.99
AFFLE,Affle 3i,1445.30,44.74,20349.30,0.00,119.51,15.95,724.38,20.28,16.84
CARBORUNIV,Carborundum Uni.,1064.30,78.83,20274.22,0.38,-40.01,-17.82,1398.35,14.89,10.52
REDINGTON,Redington,259.05,12.72,20251.87,2.32,287.58,61.68,33213.03,25.62,18.39
ASTRAZEN,Astrazeneca Phar,8005.50,104.61,20013.75,0.45,44.88,-26.63,578.61,20.42,29.26
URBANCO,Urban Company,129.76,,20011.34,0.00,-161.16,-5574.65,425.56,42.59,-7.82
SANSERA,Sansera Enginee.,3184.70,64.12,19873.66,0.10,103.97,74.30,885.85,27.54,13.65
DEEPAKFERT,Deepak Fertilis.,1573.20,26.94,19859.73,0.64,139.39,-49.72,3011.38,12.90,11.58
SUNDRMFAST,Sundram Fasten.,940.60,32.75,19764.67,0.85,161.36,29.71,1693.30,10.63,17.60
HATSUN,Hatsun Agro,886.85,54.07,19754.43,1.13,133.69,-9.72,3090.49,21.92,15.28
GABRIEL,Gabriel India,1363.50,54.37,19585.85,0.34,108.13,1.99,1425.68,15.50,40.45
TRITURBINE,Triveni Turbine,611.80,53.83,19448.81,0.65,101.90,8.52,679.60,26.32,35.86
ERIS,ERIS Lifescience,1400.60,30.71,19409.31,0.52,279.10,200.10,756.56,7.27,14.14
HBLENGINE,HBL Engineering,698.60,23.11,19364.84,0.29,63.73,44.18,604.12,27.03,58.45
SUNTV,Sun TV Network,486.90,12.85,19187.98,3.08,232.34,-32.40,882.51,-6.30,16.51
KAJARIACER,Kajaria Ceramics,1214.90,36.72,19091.31,0.74,156.56,117.94,1373.35,12.40,23.27
J&KBANK,J & K Bank,172.57,8.05,19003.11,1.25,798.56,37.23,3273.34,1.87,5.84
ONESOURCE,OneSource Speci.,1653.90,,18961.27,0.00,25.00,1046.67,449.02,37.20,0.57
BAYERCROP,Bayer Crop Sci.,4217.50,27.50,18954.33,3.56,162.10,13.12,1100.80,5.20,29.14
AETHER,Aether Industri.,1427.50,83.74,18944.78,0.00,54.01,4.78,305.12,27.03,11.92
SAGILITY,Sagility,40.42,18.41,18921.93,0.37,216.81,52.97,1963.48,27.59,13.37
CAMS,Cams Services,761.45,42.67,18899.55,1.64,125.44,10.88,395.22,10.96,47.00
IFCI,IFCI,70.12,102.36,18892.53,0.00,34.06,-93.52,470.43,13.74,5.03
ATUL,Atul,6407.50,23.72,18864.80,0.47,253.93,91.99,1847.95,25.03,14.90
CAPLIPOINT,Caplin Point Lab,2467.10,29.24,18752.85,0.24,172.88,19.32,600.16,19.45,24.63
SAMMAANCAP,Sammaan Capital,160.64,,18659.03,0.00,-8101.41,-594.46,1357.66,-35.58,4.92
SHRIPISTON,SPR Auto Technologies,4159.90,32.41,18324.29,0.24,159.10,7.65,1455.80,47.29,20.78
ELGIEQUIP,Elgi Equipments,577.30,46.99,18295.16,0.47,128.00,25.49,1112.60,12.06,22.07
CASTROLIND,Castrol India,184.79,18.75,18277.99,4.74,242.18,3.74,1545.24,8.67,60.27
INOXINDIA,Inox India,2004.00,69.92,18189.01,0.10,75.24,11.19,460.65,24.70,33.48
CHENNPETRO,C P C L,1214.80,4.33,18089.76,5.10,1031.35,2671.95,27369.27,84.77,35.11
JYOTICNC,Jyoti CNC Auto.,795.05,53.81,18081.27,0.00,90.57,-16.89,599.16,4.08,21.32
JSWCEMENT,JSW Cement,132.12,27.58,18012.78,0.38,361.65,998.10,1894.99,10.86,11.07
FSL,Firstsour.Solu.,253.58,23.98,17928.82,2.17,205.24,27.72,2583.45,19.52,16.80
ZYDUSWELL,Zydus Wellness,563.05,78.28,17914.04,0.21,162.00,-5.76,1484.70,62.60,4.91
GMDCLTD,G M D C,562.55,31.82,17889.09,1.80,194.09,-24.66,814.05,3.53,10.80
MTARTECH,MTAR Technologie,5805.00,181.94,17855.94,0.00,44.34,212.25,306.03,67.14,15.20
CHALET,Chalet Hotels,814.40,27.61,17834.88,0.12,163.01,31.64,558.22,6.94,17.07
EMAMILTD,Emami,407.90,22.70,17804.84,2.45,143.17,-11.71,925.10,-3.94,29.56
VTL,Vardhman Textile,614.60,23.87,17791.18,0.81,189.26,-22.17,2497.98,-0.42,8.86
CHOICEIN,Choice Intl.,797.15,81.59,17758.63,0.00,67.84,16.70,306.71,21.23,17.96
CMPDI,Central Mine Pla,248.43,27.13,17737.90,0.43,116.27,53.88,481.37,17.62,38.07
SARDAEN,Sarda Energy,502.25,16.11,17698.35,0.30,155.15,45.61,1253.57,1.19,17.39
CENTURYPLY,Century Plyboard,792.20,65.61,17600.54,0.13,79.42,48.92,1492.21,24.52,11.45
ECLERX,eClerx Services,1861.50,24.79,17507.54,0.03,189.65,24.45,1107.29,23.27,34.81
TATACHEM,Tata Chemicals,685.35,64.43,17459.98,1.61,-2116.00,-1619.44,3438.00,-2.02,3.42
TDPOWERSYS,TD Power Systems,1113.60,72.85,17397.60,0.19,72.19,36.16,589.19,69.21,34.02
ABDL,Allied Blenders,620.75,77.84,17363.01,0.87,45.42,-12.98,978.94,6.08,18.38
AARTIIND,Aarti Industries,477.80,42.07,17331.08,0.21,137.00,42.71,2205.00,13.13,6.85
CHAMBLFERT,Chambal Fert.,431.00,8.84,17268.11,2.55,169.24,29.84,2785.03,13.73,25.51
ASTRAMICRO,Astra Microwave,1813.40,89.22,17217.33,0.12,105.98,44.21,488.24,19.71,20.25
504375,IDream Film,635.00,,17180.13,0.00,-2.62,-4266.67,0.01,,
OLAELEC,Ola Electric,37.08,,17162.14,0.00,-500.00,42.53,265.00,-56.63,-19.56
BRIGADE,Brigade Enterpr.,525.45,26.28,17138.20,0.38,190.70,-41.82,1457.60,-0.19,10.54
CLEANMAX,Clean Max Enviro,1456.90,269.87,17080.02,0.00,45.40,151.79,557.46,25.13,6.16
VERTIS,Vertis Infra.,113.00,25.65,17062.82,8.52,230.35,54.74,1055.49,50.57,11.03
TRAVELFOOD,Travel Food,1286.30,38.41,16937.93,0.00,122.60,17.45,460.68,25.67,42.37
POLYMED,Poly Medicure,1664.00,51.54,16866.22,0.21,65.04,-27.81,534.51,21.25,14.04
PSB,Pun. & Sind Bank,23.77,12.18,16866.21,1.64,331.51,23.16,3213.37,10.40,5.95
LMW,LMW,15763.00,92.18,16839.61,0.22,55.52,369.17,860.72,24.00,5.58
PINELABS,Pine Labs,145.67,146.32,16808.25,0.00,59.36,284.05,700.51,17.02,4.16
RATNAMANI,Ratnamani Metals,2394.50,34.30,16783.53,0.42,115.90,-52.04,1084.82,-36.75,17.91
NATCOPHARM,Natco Pharma,921.45,11.63,16504.08,0.65,269.00,-34.11,739.10,-39.47,17.14
PGEL,PG Electroplast,572.45,83.51,16415.41,0.04,64.86,-55.34,1716.68,-10.11,10.31
SYNGENE,Syngene Intl.,406.65,45.55,16415.21,0.31,148.20,-11.82,960.00,1.22,9.91
JINDALSAW,Jindal Saw,255.35,24.99,16329.84,0.78,90.79,-75.43,4452.31,9.00,10.43
BHARATCOAL,Bharat Coking,34.99,,16294.84,0.00,-68.09,-138.50,3587.27,-3.56,4.05
544467,N S D L,810.05,42.66,16201.00,0.25,90.32,8.18,458.26,26.01,23.22
MINDACORP,Minda Corp,676.45,44.77,16172.53,0.21,124.00,135.63,1703.81,28.95,12.76
GPIL,Godawari Power,240.15,19.86,16164.43,0.42,280.22,32.53,1610.27,9.69,20.37
CROMPTON,Crompton Gr. Con,250.15,45.99,16107.53,1.20,-536.81,-31.74,2083.30,10.90,18.98
GRWRHITECH,Garware Hi Tech,6903.00,47.42,16037.32,0.17,108.21,39.09,596.69,8.90,18.02
NIVABUPA,Niva Bupa Health,86.64,122.51,16021.76,0.00,345.13,67.47,2138.56,28.00,3.15
KPITTECH,KPIT Technologi.,583.20,23.63,15988.07,1.46,162.97,-33.38,1711.00,11.95,26.31
ARE&M,Amara Raja Ener.,872.90,24.90,15976.28,1.21,322.33,12.37,3459.92,16.34,13.43
ZENTEC,Zen Technologies,1768.70,82.81,15969.66,0.06,47.24,-68.80,178.08,-45.20,16.18
COHANCE,Cohance Life,417.10,80.86,15956.88,0.00,8.31,-86.64,619.12,-26.33,8.35
BASF,BASF India,3670.20,38.75,15886.70,0.68,63.58,93.19,3453.04,8.28,14.54
THELEELA,Leela Palaces Hotels,474.70,38.82,15852.98,0.00,171.72,46.17,484.42,14.06,8.72
BIKAJI,Bikaji Foods,630.70,57.22,15813.94,0.20,63.61,31.29,667.31,14.15,21.97
CCL,CCL Products,1183.60,40.72,15804.36,0.42,114.53,12.43,1224.44,46.49,15.82
FIVESTAR,Five-Star Bus.Fi,535.20,14.38,15798.46,0.37,269.27,-3.53,816.95,8.60,14.76
AZAD,Azad Engineering,2439.00,118.54,15751.49,0.00,36.81,42.42,161.54,27.27,11.92
NAVA,Nava,554.80,20.59,15714.99,1.53,136.23,-45.71,1142.85,12.24,12.80
CIEINDIA,CIE Automotive,413.75,17.51,15696.12,1.69,235.62,15.49,2620.55,10.62,14.74
DCMSHRIRAM,DCM Shriram,1005.80,18.53,15684.68,1.11,370.80,92.98,3193.34,11.00,11.51
APLLTD,Alembic Pharma,797.60,21.45,15677.87,1.50,201.53,40.82,1847.72,4.41,12.64
KANSAINER,Kansai Nerolac,193.19,26.98,15623.55,1.29,109.89,15.06,1953.71,7.54,11.99
DIACABS,Diamond Power,295.15,105.40,15553.55,0.00,57.21,638.19,714.62,114.08,24.20
WELSPUNLIV,Welspun Living,162.00,71.33,15538.27,0.06,106.16,-21.33,2435.43,-7.95,6.25
TBOTEK,TBO Tek,1429.00,64.04,15517.19,0.00,60.10,16.86,814.36,82.54,18.00
JBMA,JBM Auto,656.05,69.09,15515.21,0.13,83.82,11.95,1852.27,12.55,14.78
JUBLPHARMA,Jubilant Pharmo,965.35,35.20,15378.03,0.52,119.30,-17.45,2290.00,18.73,8.99
AEQUS,Aequs,229.23,,15373.67,0.00,-53.72,-739.04,367.10,47.26,1.55
ABREL,A B Real Estate,1374.20,,15349.22,0.18,5.39,-509.00,82.61,-79.07,-4.48
FINCABLES,Finolex Cables,998.90,21.40,15277.11,0.80,224.43,17.07,1951.08,22.36,16.01
HAPPYFORGE,Happy Forgings,1615.50,50.99,15246.88,0.25,83.56,23.55,423.84,20.42,18.03
AGARWALEYE,Dr Agarwal's Hea,478.90,114.60,15182.38,0.00,49.96,14.88,564.11,22.57,11.12
USHAMART,Usha Martin,495.70,29.98,15106.05,0.76,148.03,56.00,979.26,9.28,20.18
KSB,KSB,866.05,54.76,15072.67,0.51,39.80,-22.87,601.30,0.99,24.70
KFINTECH,KFin Technolog.,857.75,42.31,14824.29,1.40,75.21,-2.65,356.54,30.10,29.19
RAINBOW,Rainbow Child.,1457.80,59.76,14806.38,0.24,78.22,38.63,459.90,24.26,17.35
FINEORG,Fine Organic,4828.50,35.94,14804.17,0.23,117.49,20.97,625.32,3.05,21.47
APOLLO,Apollo Micro Sys,394.30,129.76,14652.17,0.06,36.79,168.71,293.26,81.28,14.47
HONASA,Honasa Consumer,448.60,71.83,14625.45,0.00,69.44,176.98,657.08,23.15,19.22
IGIL,International Gemological Instit,338.15,23.97,14613.48,0.74,165.74,30.99,370.78,23.22,68.01
KIRLOSBROS,Kirl. Brothers,1836.10,36.99,14580.27,0.38,112.10,-6.26,1415.10,10.44,20.35
SOBHA,Sobha,1362.30,63.16,14567.46,0.44,50.85,273.35,1278.15,50.03,6.86
MAHSCOOTER,Mah. Scooters,12672.00,46.63,14482.28,1.74,4.01,-0.25,6.03,-9.32,1.06
VENTIVE,Ventive Hospital,617.75,33.52,14427.03,0.00,259.23,82.23,778.79,11.58,10.81
BEML,BEML Ltd,1713.20,100.93,14269.07,0.62,179.81,-37.47,1794.17,8.57,7.71
ANURAS,Anupam Rasayan,1249.60,83.63,14226.48,0.06,56.00,-4.31,635.78,27.12,7.36
PARADEEP,Paradeep Phosph.,136.07,13.77,14126.39,0.73,155.60,-10.48,4701.97,12.11,17.13
PRIVISCL,Privi Speci.,3595.20,42.92,14043.82,0.28,94.11,40.86,721.52,17.60,22.30
CANHLIFE,Canara HSBC,147.31,106.56,13994.45,0.00,28.14,20.15,4350.86,19.81,8.35
SPLPETRO,Supreme Petroch.,741.60,42.96,13945.15,1.42,168.04,59.18,1587.02,3.12,18.79
APTUS,Aptus Value Hou.,277.15,14.72,13879.47,1.62,260.95,26.04,574.34,18.66,15.41
DEVYANI,Devyani Intl.,112.30,,13845.91,0.00,-9.84,7.80,1436.86,18.50,4.66
BBOX,Black Box,778.45,50.35,13825.21,0.13,64.76,1.93,1690.94,9.48,22.20
ARVIND,Arvind Ltd,527.20,32.45,13820.06,0.71,164.56,2.75,2553.09,14.97,13.84
UJJIVANSFB,Ujjivan Small,70.72,15.19,13760.90,0.00,316.54,206.67,2024.92,25.08,7.73
INGERRAND,Ingersoll-Rand,4354.30,52.13,13745.65,1.72,64.81,-20.32,299.63,-7.05,57.11
VEDPOWER,Vedanta Power,35.01,22.24,13690.27,0.00,-1454.27,21353.07,1525.63,8.07,7.03
SHAILY,Shaily Engineer.,2969.70,84.67,13659.21,0.07,48.68,64.85,224.07,10.23,30.17
VIJAYA,Vijaya Diagnost.,1313.90,78.23,13532.87,0.15,47.93,34.56,219.38,26.63,21.29
FRACTAL,Fractal Analyt.,786.75,40.74,13529.36,0.00,72.30,84.21,912.50,19.99,12.59
ALIVUS,Alivus Life,1101.20,23.15,13516.07,0.45,162.66,14.65,689.12,6.09,24.98
SKFINDUS,SKF India Indus.,2731.20,36.35,13502.50,0.37,118.97,-1.93,945.72,31.24,29.89
EIDPARRY,EID Parry,758.00,20.59,13489.04,0.00,-287.17,-90.86,7882.33,15.73,16.96
DOMS,DOMS Industries,2221.00,58.56,13478.88,0.14,58.20,17.13,603.98,18.72,24.33
VINATIORGA,Vinati Organics,1300.10,27.63,13477.57,0.58,137.51,7.79,610.55,-5.84,21.33
CEATLTD,CEAT,3328.60,21.15,13464.22,1.05,4.00,-96.69,4318.00,22.36,19.15
JSWDULUX,JSW Dulux,2943.90,37.12,13406.61,1.70,125.70,15.96,883.30,-12.92,22.73
VOGL,Vedanta Oil and Gas,34.23,,13385.26,0.00,,,,,
AVANTIFEED,Avanti Feeds,977.05,23.91,13311.88,1.02,138.86,-12.84,1467.72,6.19,24.38
INOXWIND,Inox Wind,76.97,32.84,13302.25,0.00,105.68,-51.16,1244.24,-2.40,10.48
AMAGI,Amagi Media Labs,609.05,183.84,13176.12,0.00,34.26,423.21,396.97,28.51,8.00
GRAPHITE,Graphite India,672.75,72.15,13143.89,1.04,-105.00,-333.10,816.00,22.52,4.58
GRAVITA,Gravita India,1775.70,34.60,13106.17,0.36,91.81,-3.42,1172.76,13.08,17.02
CONCORDBIO,Concord Biotech,1248.50,54.21,13061.33,0.60,90.02,-36.58,325.89,-24.19,17.43
LTFOODS,L T Foods,375.60,20.86,13042.82,0.80,135.67,-15.48,2906.70,30.44,17.74
LLOYDSENGG,Lloyds Engineeri,88.42,68.11,12931.93,0.28,46.49,156.60,495.02,113.41,17.08
CORONA,Corona Remedies,2113.00,64.75,12923.13,0.47,45.05,43.75,353.09,20.23,33.29
BALRAMCHIN,Balrampur Chini,610.15,34.06,12890.47,0.57,159.57,-30.36,1603.99,6.67,9.28
SCI,S C I,275.10,9.47,12814.16,2.40,404.60,118.54,1513.21,14.19,14.31
TRIDENT,Trident,25.12,32.39,12801.04,1.99,158.09,12.95,1786.83,4.68,9.79
SWANDEF,Swan Defence,2427.70,,12789.65,0.00,-142.22,-588.38,236.28,4712.22,-7.55
CARTRADE,Cartrade Tech,2656.40,55.95,12756.84,0.00,70.85,54.50,203.14,19.84,11.84
WABAG,Va Tech Wabag,2041.20,34.06,12740.65,0.24,128.00,28.94,1414.40,22.33,21.33
TMB,T N Merc. Bank,804.50,9.53,12739.37,1.55,373.65,28.01,1550.38,15.56,7.51
