symbol,name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
UMA,Uma Converter,15.50,9.91,31.43,0.00,1.05,150.00,129.03,14.16,7.19
544585,Sihora Indust.,59.00,32.40,31.43,0.00,0.32,-69.23,10.54,32.91,11.48
531301,Tusaldah,133.90,,31.38,0.00,-0.18,,2.90,1060.00,-29.05
521133,Gem Spinners,5.11,,31.37,0.00,-0.09,50.00,0.00,,-20.76
543637,Pace E-Commerce,13.85,8.28,31.21,0.00,1.58,-13.66,57.92,26.88,7.53
KKVAPOW,KKV Agro Powers,499.35,9.52,31.14,0.91,-1.38,-268.29,615.67,17.70,16.37
531744,Gini Silk Mills,55.65,19.57,31.12,0.00,0.23,-30.30,10.25,-7.07,4.03
512301,Chambal Brewer,41.55,,31.12,0.00,-0.08,-14.29,0.00,,-18.54
538521,Yaan Enterprises,100.40,39.90,31.12,0.00,0.41,78.26,13.75,475.31,17.31
540310,Classic Filament,50.90,,31.12,0.00,-0.06,-200.00,0.00,,-2.53
AUROIMPEX,Auro Impex,25.50,7.48,31.11,0.00,2.54,15.98,115.35,-16.86,9.75
541338,U. H. Zaveri,10.16,621.40,31.07,0.00,0.01,,8.82,124.43,0.25
530133,Amco India,75.42,22.14,31.00,0.00,0.94,771.43,32.18,23.53,3.11
530267,Arigato Universe,50.83,13.65,30.99,0.00,1.17,1270.00,8.82,25.64,20.40
KAUSHALYA,Kaushalya Infra.,895.00,93.91,30.99,0.00,-0.37,-152.86,0.07,75.00,0.58
526345,Panjon,18.05,43.03,30.98,0.00,0.19,-17.39,12.12,-12.36,4.97
524661,Welcure Drugs,0.25,,30.90,0.00,-49.86,-2062.99,0.00,-100.00,-3.40
539561,Remedium Life,0.35,14.49,30.87,0.00,8.62,,111.06,,
542248,Deccan Healthcar,12.46,12.39,30.84,0.00,0.33,175.00,20.98,1.11,3.28
530309,Chandra Pr. Intl,11.11,62.88,30.81,0.00,5.99,5000.00,164.27,-45.32,4.49
PHOGLOBAL,Phoenix Overseas,15.90,8.97,30.76,3.77,4.65,36.87,371.95,29.69,6.38
530419,Sumedha Fiscal,38.51,12.71,30.75,2.60,-2.30,-951.85,28.73,71.62,4.91
PROLIFE,Prolife Indust.,75.00,7.23,30.71,0.40,2.76,200.00,25.77,-10.49,12.17
NIRMAN,Nirman Agri,38.30,1.74,30.68,5.22,3.03,-77.80,50.34,-59.43,15.24
512036,Skybiotech Healthcare,160.15,,30.67,0.00,-0.30,72.22,1.83,79.41,-9.32
524080,Haryana Leather,62.40,12.87,30.63,1.60,0.39,-2.50,14.75,9.83,8.20
538646,Qgo Finance,43.99,9.08,30.59,1.36,0.95,25.00,5.03,24.50,13.46
530289,S P Capital Fin.,50.80,8.70,30.53,2.95,-2.85,-9400.00,0.76,-54.76,7.66
NFPSAMPOOR,NFP Sampoorna,24.15,6.74,30.51,0.00,2.55,119.83,22.17,40.76,24.14
523840,Innovative Tech,13.53,16.26,30.40,0.00,0.52,115.81,33.20,-1.10,11.54
539761,Vantage Knowledg,0.89,253.25,30.39,3.75,-0.60,43.40,0.09,-88.75,0.62
SAIFL,Sameera Agro,5.10,1.82,30.37,0.00,6.65,46.48,94.30,13.30,17.73
538743,Mudunuru,9.60,,30.34,0.00,-0.47,-4800.00,0.98,-76.72,-41.60
FALCONTECH,Falcon,11.30,9.99,30.27,0.00,2.64,654.29,43.35,213.22,11.21
SUPERSPIN,Super Spinning,5.50,,30.25,0.00,-7.13,46.00,1.64,-13.68,2.96
MADHAV,Madhav Marbles,33.79,77.54,30.24,0.00,1.49,7350.00,9.24,20.47,1.71
511710,Cubical Finan,4.63,177.47,30.17,0.00,0.07,216.67,0.27,-20.59,2.11
MEDIORG,Medicamen Organ.,24.70,,30.05,0.00,-6.06,-338.58,4.78,-77.85,-10.66
SUNREST,Sunrest Lifescie,35.00,7.29,30.04,0.00,6.57,,36.82,,28.55
524514,Tulasee Bio-Eth.,50.96,,30.03,0.00,-0.04,0.00,0.00,,-4.19
523021,Rishi Techtex,40.57,12.00,29.99,0.00,0.47,-56.48,42.68,19.96,10.46
544520,Sampat Aluminium,35.35,5.05,29.98,0.00,1.22,-62.58,96.87,37.48,14.71
514223,Ramgopal Polytex,20.66,,29.96,0.00,-0.12,-100.00,0.22,450.00,-9.13
543319,AA Plus Trade,1.23,66.49,29.92,0.00,0.17,-69.64,1.98,-73.81,1.55
502933,Katare Spinning,104.90,,29.90,0.00,-1.28,-197.67,0.98,-29.50,-1.00
539176,Hawa Engineers,84.44,12.20,29.78,0.00,0.65,35.42,23.74,-3.18,16.16
526711,Adarsh Plant,30.00,,29.73,0.00,0.06,104.69,3.19,-27.83,5.97
500206,Margo Finance,65.00,27.77,29.71,0.00,0.71,438.10,1.07,872.73,1.28
538838,Indo Cotspin,41.55,,29.67,0.00,0.00,,2.00,4.71,1.18
543914,Swati Projects,29.37,4.14,29.66,0.00,2.54,1584.62,7.64,4144.44,62.36
526945,Tyroon Tea Co.,87.00,,29.58,0.00,-5.82,14.03,2.14,-42.01,-6.07
KANANIIND,Kanani Industrie,1.49,11.43,29.48,0.00,0.55,329.17,12.91,-61.70,3.92
526355,Duropack,55.89,15.92,29.45,0.00,0.49,188.24,10.57,16.28,12.13
534612,Advance Meter.,18.33,,29.44,0.00,-6.27,11.69,2.41,-25.62,-8.22
531380,Centenial Surgic,80.50,,29.37,0.00,-2.31,-95.76,12.58,-5.48,2.52
531635,Silver Oak (I),77.50,,29.37,0.00,-0.74,-107.14,0.00,,-0.32
SECL,Salasar Exterior,2.85,,29.34,0.00,-2.53,-8333.33,0.00,-100.00,-6.39
530973,Alfa Ica (I),72.60,15.44,29.33,0.00,0.56,-48.15,25.90,27.15,10.79
531137,Gemstone Invest.,1.47,73.22,29.29,0.00,0.39,290.00,0.92,162.86,1.90
543754,Transvoy Logist.,109.95,16.73,29.28,0.00,0.55,-61.81,34.82,67.48,10.97
530747,Challani Capital,19.50,39.00,29.25,0.00,0.17,-82.11,0.57,-49.11,9.50
502589,Vapi Enterprise,128.10,19.74,29.21,0.00,0.42,13.89,0.62,3.33,5.32
539013,Gita Renewable,71.00,,29.20,0.00,0.20,2100.00,0.00,,0.00
GTECJAINX,G-Tec Janix,28.64,,29.18,0.00,-0.66,7.04,1.57,-9.25,-36.32
543540,Pearl Green Club,109.00,36.02,29.18,0.00,0.85,525.00,5.30,91.34,4.18
526871,Intec Capital,15.88,4.23,29.17,0.00,4.92,58.71,2.72,-9.63,18.39
539354,Polyspin Exports,29.16,5.24,29.16,0.00,0.49,-39.51,55.73,-7.66,7.27
539519,Sattva Sukun,0.76,265.00,29.15,0.00,-0.71,-142.86,8.50,709.52,0.59
537069,Arnold Holdings,12.25,6.59,29.12,0.00,-2.48,53.12,45.89,0.75,9.37
531557,Amit Securities,40.89,53.76,29.03,0.00,-0.23,-148.94,0.69,-10.39,0.93
530291,Paos Industries,47.50,,28.99,0.00,-1.20,48.28,18.60,14.53,1.87
533212,GKB Ophthalmics,57.49,15.22,28.98,0.00,1.12,112.47,29.79,-3.97,11.00
539559,Deep Health AI,2.01,4.38,28.97,4.98,-4.52,207.32,0.25,-44.44,20.22
PEARLPOLY,Pearl Polymers,17.20,,28.95,0.00,-4.08,7.90,5.59,-10.27,-15.61
539428,Tejnaksh Health.,14.25,23.54,28.95,0.00,0.35,-29.41,2.55,-20.56,6.28
509887,Sinnar Bidi Udy.,722.00,,28.88,0.00,-0.37,-825.00,1.20,22.45,-3.24
KEEPLEARN,DSJ Keep Learn,1.85,,28.81,0.00,-0.76,-1800.00,1.50,-54.68,-11.05
518053,Sri Chakra Cem.,32.01,,28.81,0.00,-1.76,90.63,30.17,9.87,-86.41
543065,SM Auto Stamping,21.03,8.59,28.79,0.00,2.56,-10.18,37.19,4.79,15.88
GSTL,Globesecure Tech,18.05,,28.77,0.00,0.62,119.94,12.82,100.94,1.18
543375,Promax Power,11.50,33.43,28.75,0.00,-0.94,-187.85,34.40,-7.23,6.51
526901,Sonal Adhesives,47.40,19.02,28.72,0.00,0.51,74.36,34.23,7.61,13.48
TIMESCAN,Timescan Logist.,41.05,4.53,28.69,0.00,4.45,9.34,169.88,24.39,25.91
543410,DMR Engineering,27.60,20.49,28.68,0.51,-0.44,-137.61,4.99,-28.92,18.94
543341,Sharpline Broadc,10.00,3.62,28.63,0.00,4.48,6.01,37.25,19.16,25.74
NAGREEKCAP,Nagreeka Cap.,22.67,3.86,28.60,0.00,-2.34,-131.08,7.41,-53.48,14.46
MICROPRO,Micropro Softwar,20.00,,28.60,0.00,0.82,249.09,10.72,-36.04,-1.42
526043,Polymechplast Ma,51.04,9.93,28.59,1.96,2.53,1388.24,21.75,13.40,13.33
AGARWALFT,Agarwal Float,39.45,19.44,28.58,0.00,0.02,-98.08,26.85,-32.16,10.06
BLUEPEBBLE,Blue Pebble,70.00,58.29,28.56,0.71,-0.26,,11.14,,2.38
540079,Sprayking Ltd,1.35,15.02,28.53,0.00,-0.40,-294.40,44.72,58.92,7.99
531814,Tirupati Sarjan,8.63,6.01,28.48,0.00,1.24,0.74,80.06,2.77,7.76
SIMBHALS,Simbhaoli Sugar,6.90,,28.48,0.00,-1.74,-92.33,192.21,-42.04,-6.48
AGSTRA,AGS Transact,2.21,,28.38,0.00,-194.26,-1163.07,209.60,-43.92,1.26
543546,Healthy Life,5.72,7.10,28.38,0.00,1.05,28.05,85.19,95.61,10.56
544195,United Cotfab,16.50,7.58,28.36,0.00,1.34,36.73,80.01,26.56,8.84
511730,BYLD Capital Finance,18.86,,28.30,0.00,-1.28,-1500.00,0.06,,-39.27
539011,Chennai Ferrous,78.50,8.37,28.30,0.00,1.98,942.11,5.85,-89.79,3.67
FLFL,Future Lifestyle,1.40,,28.25,0.00,-7.53,96.27,177.61,-78.68,-72.64
511593,Libord Finance,17.99,44.12,28.24,0.00,-0.03,78.57,0.22,22.22,3.94
519475,Chordia Food,70.00,36.15,28.20,0.00,0.27,107.69,1.57,96.25,6.72
523467,Jai Mata Glass,2.82,,28.20,0.00,-0.06,89.66,0.00,-100.00,-10.27
QUICKTOUCH,Quicktouch Tech,22.00,,28.20,0.00,0.44,-57.14,10.59,4.23,-2.92
532284,TCFC Finance,26.87,,28.16,0.00,-5.54,-82.24,-7.87,-118.01,-3.17
508664,Best Eastern Hot,16.70,,28.14,0.00,-0.54,-1700.00,1.07,-19.55,-6.19
539267,Samsrita Labs,12.35,,28.10,0.00,-0.48,,0.02,,-62.42
MEDISTEP,Medistep Health.,19.75,4.69,28.06,0.00,3.01,22.36,35.76,25.92,27.25
IDENTICAL,Identical Brains,20.00,17.75,28.05,0.00,0.21,-86.45,9.61,-31.75,5.41
530925,Ramsons Projects,93.00,79.97,27.99,0.00,2.13,-6.17,0.00,,12.47
PNC,Prit Nandy Comm.,19.35,5.63,27.99,0.00,-2.06,-379.07,2.49,-68.04,-0.13
INFOMEDIA,Infomedia Press,5.57,,27.96,0.00,-0.93,12.16,0.00,,
544400,Manoj Jewellers,31.11,3.10,27.95,0.00,3.37,34.80,45.02,29.22,30.19
SITINET,Siti Networks,0.32,,27.91,0.00,-43.57,22.16,296.10,-2.12,
544471,Takyon Networks,19.48,7.64,27.90,0.00,0.44,,28.97,,11.66
523489,Chennai Meena,37.30,,27.86,0.00,-0.02,-106.45,9.81,6.98,-3.07
531960,June Industries,5.82,,27.77,0.00,-0.28,-2700.00,0.20,400.00,-112.20
544640,Riddhi Display,32.14,6.52,27.77,0.00,1.14,-40.31,14.61,36.93,20.65
531626,Orosil Smiths,6.72,1.21,27.76,0.00,22.72,2704.94,0.51,-79.10,193.46
540190,Franklin Indust.,0.36,,27.76,0.00,-11.06,-218.73,6.37,-93.03,-23.39
MPEL,Manas Polymers,35.70,3.26,27.76,0.00,4.08,80.53,31.50,106.15,30.17
WILLAMAGOR,Williamson Magor,25.27,,27.70,0.00,-2.53,-116.43,0.06,-87.76,0.43
511549,Morarka Finance,61.53,16.58,27.69,2.44,0.38,171.43,0.58,100.00,1.58
526847,Ashirwad Steels,22.15,13.71,27.69,0.00,0.46,-36.11,0.81,-2.41,3.25
543352,Platinumone Bus.,175.00,40.13,27.69,3.43,2.90,1833.33,16.73,12.51,13.37
541945,Ranjeet Mechatr.,6.92,83.88,27.68,0.00,-0.06,-103.82,14.26,85.44,5.45
544052,Benchmark Comp.,40.26,8.15,27.63,0.00,1.87,179.10,37.38,52.88,14.50
EASTSILK,ESI,55.19,,27.60,0.00,-13.42,-480.79,5.50,15.79,-5.83
JETKNIT,Jet Knitwears,62.45,458.67,27.52,0.00,0.01,-98.59,10.87,-18.58,3.41
544500,Abril Paper,34.40,18.31,27.46,0.00,0.43,-24.56,27.05,-2.31,12.34
500450,MPIL Corporation,480.25,,27.37,0.09,-3.65,-54.66,0.01,0.00,-21.60
ARUNAYA,Arunaya Organics,15.60,7.35,27.36,0.00,1.79,-8.21,48.90,-10.68,15.24
507813,Natl. Oxygen,54.20,,27.33,0.00,-1.78,31.27,3.97,-53.94,-21.54
508969,Sulabh Engineers,2.72,16.17,27.33,0.00,0.97,50.82,1.82,85.71,4.69
511533,Sahara Housing,39.01,80.32,27.31,0.00,0.07,-65.00,1.87,-13.02,2.87
530705,Anirit Ventures,45.50,,27.30,0.00,-1.31,-33.67,0.00,-100.00,-28.00
KRIDHANINF,Kridhan Infra,2.44,27.51,27.23,0.00,0.93,16.46,0.44,-82.95,
KHANDSE,Khandwala Sec.,17.83,,27.20,0.00,-0.44,78.54,2.30,94.92,-3.47
524314,Guj. Terce Labs.,34.89,10.92,27.18,0.00,0.10,107.08,11.40,-7.47,39.78
530407,Epic Energy,34.21,37.23,27.18,0.00,0.32,-51.52,1.86,-21.85,6.77
505336,Harshil Agrotech,0.29,,27.07,0.00,-5.36,-197.81,7.25,-71.82,17.39
531968,IITL Projects,54.20,21.64,27.05,0.00,0.19,-40.62,0.00,100.00,9.25
539310,Thinkink Picture,0.19,19.87,27.02,0.00,0.38,124.36,0.02,-99.61,1.16
532124,Reliable Ventur.,24.50,,26.97,0.00,-0.22,-4.76,0.00,,-2.82
524727,Span Divergent,37.10,,26.95,0.00,-1.12,-7.87,4.65,745.45,-29.96
505212,Jainex Aamcol,120.00,19.37,26.93,0.00,0.52,842.86,7.72,30.19,10.59
TREEHOUSE,Tree House Edu.,6.35,,26.87,0.00,-9.05,-1075.32,0.62,-67.02,-6.97
533100,Premier Energy,6.49,,26.84,0.00,-0.15,-120.55,0.00,,-1.74
511543,GSB Finance,44.64,,26.78,0.00,-0.31,-181.82,0.28,3.70,0.49
500370,Salora Intl.,30.39,,26.77,0.00,-2.87,-133.33,11.12,-78.91,-1.13
504340,Longspur Intl,8.66,53.52,26.76,0.00,0.16,-15.79,0.75,15.38,2.26
SGL,STL Global,9.74,,26.74,0.00,-0.70,-79.49,20.62,-24.80,1.56
BOHRAIND,Bohra Industries,12.62,,26.72,0.00,-1.03,47.98,0.00,,-4.93
GML,Galaxy Medicare,17.60,7.81,26.70,1.99,1.40,-15.66,21.27,-3.14,13.62
509895,Hindoo. Mills,160.75,,26.68,0.00,-3.54,-1345.45,4.07,3.30,-2.56
521141,Aditya Spinners,15.94,86.06,26.68,0.00,1.47,800.00,13.68,-1.87,0.49
FEL,Future Enterp.,0.37,,26.63,0.00,-1422.11,-118.40,7.89,-97.55,-10.84
NEXTMEDIA,Next Mediaworks,3.98,,26.62,0.00,-1.93,6.20,0.00,,-0.62
544013,KK Shah Hospital,38.99,,26.55,0.00,-0.30,57.14,4.61,-7.24,-5.49
538647,Purshottam Inves,35.75,,26.54,0.00,-3.49,-283.52,1.09,-25.34,-0.78
541006,Angel Fibers,10.60,20.70,26.50,0.00,-0.45,-125.14,101.04,1.23,10.25
514386,Gujarat Cotex,2.79,,26.49,0.00,0.16,-60.98,6.39,30.94,2.54
506003,Sudal Industries,31.64,,26.48,0.00,0.58,-82.53,49.45,12.06,14.83
VERTEXPLUS,Vertexplus Tech.,48.30,,26.47,0.00,-2.61,-201.56,12.55,13.27,-12.77
LIBAS,Libas Consumer,10.04,10.88,26.45,0.00,-0.63,-141.72,17.14,-45.31,3.97
544437,Marc Loire,37.25,14.94,26.45,0.00,0.59,-75.62,20.08,-25.88,11.38
544175,TGIF Agribusines,102.00,13.06,26.39,0.00,0.96,24.68,1.59,7.43,17.84
531416,Narendra Prop.,37.00,13.35,26.29,2.70,0.01,-97.14,0.00,-100.00,6.93
523752,Trans India,3.70,13.62,26.29,0.00,1.72,537.04,25.58,144.78,6.17
543934,Machhar Industri,354.10,34.51,26.23,0.00,0.29,163.64,6.08,73.22,8.43
544313,Nacdac Infra.,24.89,5.91,26.20,0.00,2.36,-29.13,39.40,-4.35,20.53
538935,Abhishek Finle.,56.46,372.00,26.04,0.00,-0.01,-214.29,0.11,120.00,1.81
539938,Medico Intercon.,26.04,,26.04,0.00,-2.33,-155.56,22.49,6.29,-1.43
526628,Ajwa Fun World,40.62,,25.96,0.00,-4.80,-108.11,0.27,-75.23,-0.94
541983,Innovative Ideal,22.80,,25.95,0.00,-4.81,-310.04,0.01,-99.69,-44.43
531651,Natl. Gen. Inds.,57.84,,25.93,0.00,-0.17,-154.84,2.50,-9.42,-1.02
543621,Cargosol Logist.,25.42,,25.93,0.00,-0.50,-155.56,64.09,5.39,7.35
501314,Prismx Global,0.59,4.23,25.91,0.00,2.21,204.25,0.37,-37.29,4.38
530459,Valson Industrie,33.76,53.88,25.86,0.00,0.24,-53.85,29.03,-13.21,3.57
514128,Konark Synth,44.50,,25.85,0.00,-0.06,93.55,12.15,-24.25,4.99
532154,Johnson Pharma,0.47,,25.85,0.00,-55.61,-12058.82,0.00,,-104.81
543578,Olatech Solution,58.01,15.28,25.82,0.00,-0.72,-175.79,10.31,7.28,14.39
531003,Swarna Securitie,85.99,37.94,25.80,0.00,0.16,60.00,0.00,,11.34
530037,Sparkle GoldRock,57.56,5.91,25.78,0.00,2.94,2142.86,50.73,654.91,48.14
506105,Stanrose Mafat.,64.80,,25.73,0.00,-0.89,0.00,1.72,,-8.15
519612,Lake Shore,73.40,142.72,25.69,0.00,0.19,11.76,0.00,,1.13
538777,Asia Capital,82.81,182.86,25.60,0.00,0.01,-80.00,0.09,80.00,3.02
531212,Nalin Lease Fin.,39.00,7.61,25.58,0.00,1.11,20.65,2.14,4.39,10.96
538382,West Leisure,83.70,511.20,25.56,0.12,0.01,106.67,0.10,190.91,0.51
544372,Shreenath Paper,13.00,8.93,25.55,0.00,2.08,8.90,59.28,18.94,8.97
530235,KJMC Financial,53.34,14.93,25.53,0.00,-0.28,41.67,0.87,1640.00,2.56
534741,Virtual Global,0.45,,25.48,0.00,0.07,,0.03,,-0.46
530179,RSC Internl.,44.29,,25.47,0.00,-0.07,87.04,0.00,,-256.00
504180,Standard Battery,49.22,,25.45,0.00,-0.13,7.14,0.00,,-41.32
530825,Daikaffil Chem,42.33,,25.40,0.00,-0.89,-154.29,1.97,-50.75,-27.84
540150,Mewar Hi-Tech,65.00,28.83,25.37,0.00,0.62,-78.17,31.49,-5.89,10.94
504648,Bombay Wire,47.50,8.74,25.36,0.00,2.95,14850.00,0.00,,-0.90
531340,Bervin Invest.,42.81,,25.25,0.00,1.86,72.22,0.00,,-50.22
CEDAAR,Cedaar Textile,18.10,,25.12,0.00,-75.20,-1180.46,81.83,-36.92,-50.96
TGBHOTELS,TGB Banquets,8.56,17.53,25.07,0.00,0.38,-58.24,10.43,-10.01,3.14
541337,Milestone Furn.,26.97,,25.07,0.00,-0.17,39.29,0.00,,-1.91
532007,Shreevatsaa Fin.,24.80,75.91,25.05,0.00,0.06,-33.33,0.23,4.55,2.05
AILIMITED,Abhishek Integr.,39.50,31.30,25.04,0.00,0.48,-35.14,14.28,-4.03,10.76
ARSHIYA,Arshiya,0.95,,25.03,0.00,-0.06,-101.15,4.50,0.00,
540953,Kenvi Jewels,1.97,29.29,24.90,0.00,-0.17,-221.43,49.50,-10.42,7.74
500016,Aruna Hotels,7.34,30.72,24.88,0.00,0.57,-62.75,6.23,1.96,12.36
526554,Salguti Industri,32.99,,24.87,0.00,-0.28,-240.00,27.53,14.18,5.38
523652,Kkalpana Plastic,44.77,412.67,24.76,0.00,0.03,,0.00,,1.11
530909,ERP Soft Systems,62.35,137.17,24.69,0.00,0.04,-66.67,1.79,-39.32,1.21
540063,ECS Biztech,11.99,821.67,24.65,0.00,-0.11,0.00,0.33,-23.26,7.05
PARAMOUNT,Paramount Dye,35.50,3.80,24.65,0.00,-0.02,-2.70,42.89,-4.75,9.54
QVCEL,QVC Exports,23.55,7.37,24.61,2.12,1.25,-65.37,232.38,44.10,9.19
544683,Aritas Vinyl,12.50,5.18,24.61,0.00,1.87,-13.43,51.73,3.13,11.65
544494,Globtier Infotec,16.26,23.42,24.59,0.00,-2.23,-175.35,32.97,-37.92,7.37
501700,IndiaNivesh,6.50,,24.54,0.00,-10.85,-1.78,0.06,-60.00,1.77
543309,Adeshwar Meditex,17.00,19.47,24.53,0.00,0.53,-60.45,26.05,-30.44,5.21
535730,Khoobsurat Ltd,0.52,,24.45,0.00,-4.70,-683.33,0.00,,-1.63
539012,Megri Soft,77.85,40.08,24.45,0.00,0.22,144.44,0.77,54.00,3.69
541005,Kanco Tea,47.69,,24.43,0.00,-14.08,-43.97,2.73,-36.07,-2.94
512247,Ashirwad Cap.,2.71,23.45,24.39,0.00,0.09,28.57,0.19,5.56,6.70
541503,Unick Fix-A-Form,44.46,28.69,24.39,0.00,-0.22,-121.15,14.57,9.55,6.35
511716,Invigorated Bus.,6.05,,24.35,0.00,-0.05,-25.00,0.00,,
TRIDHYA,Tridhya Tech,10.45,35.79,24.34,0.00,2.64,175.20,14.18,0.42,5.65
530953,Sunil Agro Foods,80.99,50.67,24.32,0.00,0.22,340.00,45.49,-24.13,9.02
544245,Naturewings Hol.,68.23,15.66,24.28,2.20,0.30,-16.67,12.53,39.22,18.38
543924,Sonalis Consumer,51.03,2.79,24.23,0.00,6.07,145.75,62.08,2.12,47.07
514177,Rishabh Sp. Yarn,67.99,,24.21,0.00,-0.03,85.00,0.15,,-16.07
LAXMICOT,Laxmi Cotspin,14.12,,24.21,0.00,-1.43,-164.13,17.28,-23.06,1.87
542934,Chandra Bhagat,32.00,7.91,24.14,0.00,2.60,1429.41,90.73,316.19,12.14
544596,Safecure Service,23.97,4.50,24.07,0.00,2.38,-22.22,26.97,-27.50,16.36
508571,Cochin Malabar,135.00,,23.90,0.00,-0.15,-108.67,0.00,,-11.64
542678,Cian Healthcare,9.55,,23.88,0.00,-17.97,37.58,16.98,42.69,-15.51
531503,Maris Spinners,29.21,,23.87,0.00,0.33,-74.81,45.91,2.18,7.58
508961,Shricon Indus.,192.00,12.27,23.81,0.00,0.23,187.50,1.13,232.35,45.89
532217,CMX Holdings,20.98,,23.80,0.00,-0.22,-83.33,0.00,,-50.75
522036,Miven Mach. Tool,79.19,,23.78,0.00,0.03,118.75,0.17,,
531870,Popular Estate,16.95,,23.73,0.00,-0.07,-120.00,0.00,,-0.58
YUDIZ,Yudiz Solutions,23.00,36.51,23.73,0.00,0.93,210.62,11.44,16.02,2.54
THESL,Thinking Hats,19.00,19.14,23.73,0.00,0.51,-80.08,15.16,-61.15,5.96
544559,Om Metallogic,30.18,5.04,23.73,0.00,3.77,69.82,53.07,57.66,22.46
531402,LWS Knitwear,16.21,9.97,23.72,0.00,0.96,-15.04,32.57,-33.99,11.25
523566,Martin Burn,45.99,12.46,23.68,0.00,0.17,-95.78,0.00,-100.00,4.33
KALANA,Kalana Ispat,18.15,24.40,23.67,0.00,0.96,92.00,26.97,-2.18,3.49
TGL,Teerth Gopicon,19.70,,23.64,0.00,-19.13,-300.95,0.84,-98.76,27.59
506981,Bluechip Tex Ind,119.95,124.37,23.63,0.00,1.05,1600.00,52.60,-6.14,1.39
511092,JMD Ventures,8.16,75.97,23.55,0.00,-0.10,-158.82,0.15,-6.25,1.61
544341,Landmark Global,11.41,,23.52,0.00,-9.36,-220.15,2.71,-86.19,-8.35
511176,Parshwanath Corp,74.85,,23.44,0.00,-0.36,-3700.00,0.12,0.00,0.33
500358,Rama Petrochem,15.20,,23.44,0.00,-1.95,-6.56,0.16,300.00,-44.12
543814,Prospect Consum.,37.99,9.48,23.31,0.00,0.40,-61.54,27.90,56.39,13.27
539494,Smart Finsec,7.75,23.72,23.25,0.00,0.17,-15.00,0.50,13.64,8.41
531930,Sarthak Industri,25.00,29.41,23.23,0.00,1.60,131.88,97.11,-5.78,6.67
544433,Valencia India,17.80,10.52,23.14,0.00,1.23,38.20,5.05,47.23,9.23
514332,Neo Infracon,43.55,25.70,23.13,0.00,0.79,-38.76,2.06,-59.53,9.61
531502,Esaar (India),11.31,2.08,23.12,0.00,25.01,1216.52,21.46,751.59,30.86
544779,UHM Vacation,34.79,3.68,23.12,0.00,2.66,,26.69,,29.68
531227,Deco-Mica,54.96,33.45,23.08,0.00,0.04,-95.40,20.21,-8.96,6.99
531608,Gorani Industrie,43.01,36.60,23.06,0.00,0.04,-88.24,7.81,8.47,7.95
526139,Transgene Biotek,3.04,,23.03,0.00,-0.46,35.21,0.05,-37.50,-2.36
539409,Neeraj Paper Mkt,20.91,45.10,23.00,0.00,0.21,275.00,42.26,-2.18,3.72
544625,Logiciel Soluti.,30.75,9.77,22.96,0.00,-1.21,,8.01,,8.48
507486,Caprolactam Chem,49.82,13.02,22.92,0.00,0.84,286.67,3.07,90.68,19.69
521131,Shree Bhavya,24.12,10.05,22.91,0.00,0.66,-26.67,43.82,-9.22,9.15
524434,Asian Petroprod.,9.33,18.93,22.91,0.00,1.04,5300.00,10.01,-68.24,11.52
SHUBHLAXMI,Shubhlaxmi Jewel,21.55,21.56,22.85,0.00,-1.57,-7750.00,40.27,29.44,6.86
530401,Vinyoflex,52.89,7.12,22.84,0.00,1.08,145.45,11.80,9.97,12.43
531255,Paragon Finance,53.70,,22.82,0.00,-4.88,-495.12,-0.90,-446.15,-3.78
MANDEEP,Mandeep Auto,19.95,19.84,22.82,0.00,0.82,-70.40,20.09,23.33,4.35
500246,Envair Electrody,49.17,207.36,22.81,0.00,-0.11,52.17,0.00,,1.47
543941,Ahasolar Technol,74.00,108.62,22.81,0.00,0.32,-83.42,55.69,59.48,2.87
531049,Neelkanth Rock,45.19,99.04,22.78,0.00,0.24,-35.14,0.00,,3.92
531437,Prakash Woollen,22.20,175.23,22.78,0.00,1.45,176.32,11.88,98.99,2.29
531324,Roselabs Finance,22.65,,22.65,0.00,-0.05,0.00,0.00,,-166.67
531583,Rap Corp,38.48,0.52,22.63,0.00,0.64,93.94,0.00,,133.49
539230,Chemiesynth(Vapi,73.68,,22.62,0.00,0.60,215.79,5.50,-17.66,-0.23
538918,Vani Commercials,7.68,62.72,22.58,0.00,0.09,-25.00,1.55,15400.00,5.01
505343,Monotype India,0.32,,22.50,0.00,-0.22,-103.32,0.00,-100.00,-4.91
544624,K K Silk Mills,10.01,4.69,22.46,0.00,1.56,-39.06,135.11,13.15,11.23
503685,Mediaone Global,15.25,,22.45,0.00,-1.10,-1671.43,0.92,-43.21,165.29
543623,Vedant Asset,81.29,56.12,22.45,0.00,0.18,500.00,2.68,39.58,9.23
531512,Orient Tradelink,5.80,16.50,22.44,0.00,0.08,107.21,3.72,-15.26,4.25
507966,Ras Resorts,56.50,43.13,22.43,0.00,0.06,500.00,3.95,14.83,4.71
539470,Shree Ganesh Bio,0.56,58.74,22.32,0.00,-0.15,84.21,2.12,-29.57,0.80
524522,Laffans Petroch,27.89,54.41,22.31,0.00,-3.26,-33.61,1.89,46.51,0.40
